Divisao;Unidade;Código Cliente;Projeto Financeiro;Mês base;Dono de Carteira;Segmento
LA8W;N03;427749;183137;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8W;R09;427640;183153;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LA8W;R13;427671;183369;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8W;Z17;427639;183180;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LA8W;Z20;427646;183371;30/04/2024;ASSESSORIA TW - GUILHERME;Amigavel
LA8W;Z27;427672;183250;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;AN01;427781;183514;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;AN04;428054;183228;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;AN05;427918;183266;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;CO0103;425249;182164;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;D201;424790;181902;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;D204;424452;182010;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;D211;426077;182274;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;D212;424553;182029;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;D214;424613;181954;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;D215;406839;182500;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;F203;424847;181806;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;F206;424501;181875;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;F209;424599;182106;30/04/2024;ASSESSORIA - VM RECOVERY;Amigavel
LB62;F215;424649;182284;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;G205;424719;182009;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;G209;430319;183718;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;G213;424703;182063;30/04/2024;ASSESSORIA TW - GUILHERME;Amigavel
LB62;G214;424607;181888;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;G215;424557;182127;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
LB62;G220;424919;182232;30/04/2024;ASSESSORIA - VM RECOVERY;Amigavel
LB62;G223;424808;181970;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;G229;424693;182141;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;H201;424601;182087;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;H204;424583;182142;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;H221;264624;182555;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;H224;424526;181783;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;H226;326063;181890;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;H227;424470;181796;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;H228;424771;182129;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;I202;424485;181961;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;I207;425219;181966;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;I211;424648;182107;30/04/2024;ASSESSORIA TW - GUILHERME;Amigavel
LB62;J205;424589;181809;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;K223;247662;181832;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;L203;424545;181827;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;L219;424629;181835;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;L221;424660;181788;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;M205;424495;181790;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;M206;425272;182011;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;N203;424562;181873;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;N204;429605;183500;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;N205;424751;182151;30/04/2024;ASSESSORIA TW - GUILHERME;Amigavel
LB62;N207;246793;182102;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;O201;425247;182143;30/04/2024;COBRANÇA INTERNA - LUIZ;Preventivo
LB62;O203;424873;181955;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;O207;424849;181872;30/04/2024;COBRANÇA INTERNA - NAYARA;Amigavel
LB62;P201;265080;183975;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;P213;424511;181791;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;P214;424452;181905;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;P219;431739;184239;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;R205;424472;182071;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;R206;425241;181992;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;R207;424705;181767;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;R212;347837;181794;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;R214;424840;181818;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;R215;425276;182095;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;S203;424580;181836;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;S204;424580;181840;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;AP05;427766;183108;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;AP06;427745;183273;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;AP07;428013;183269;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;AP11;427930;183091;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;AQ06;430709;183971;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;AQ10;427876;183426;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;AT01;427705;183206;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;AU17;427848;183476;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;AV01;427946;183126;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;AX04;427907;183213;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;AX17;427817;183214;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;K220;424841;182167;30/04/2024;ASSESSORIA TW - GUILHERME;Em Dia
LB62;K224;424743;181760;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;L208;424775;182166;30/04/2024;COBRANÇA INTERNA - LUIZ;Amigavel
LB62;L216;426966;182792;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;M202;424467;181900;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;N206;425854;182236;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;O206;424551;182085;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;O210;424700;182022;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
LB62;O212;426251;182387;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;P202;424937;181946;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;P203;424951;182111;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;P209;424725;181951;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;P212;424721;181769;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;P217;424686;182115;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;P220;424752;182161;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;P221;424677;181910;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;Q204;424926;181884;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;Q205;424908;182101;30/04/2024;ASSESSORIA TW - DULCE;Amigavel
LB62;R211;424736;181823;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;R219;426481;182482;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;R220;424491;181957;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;R224;424456;181801;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;S218;430641;183994;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;S220;424889;181850;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;S221;424664;181780;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;T204;431637;184210;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;U210;424529;181861;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;U212;424458;181793;30/04/2024;ASSESSORIA TW - GUILHERME;Amigavel
LB62;V213;424839;181830;30/04/2024;COBRANÇA INTERNA - NAYARA;Preventivo
LB62;V214;424933;182112;30/04/2024;ASSESSORIA TW - GUILHERME;Amigavel
LB62;V217;424834;181892;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;V218;424834;181963;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;V221;357622;182218;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;E06;428229;183425;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;E08;427786;183423;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;H09;84435;183533;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;H10;428007;183118;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;J07;428029;183374;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;J09;427978;183366;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;L07;427710;183163;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;L10;427733;183346;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LA8X;L12;428015;183611;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;M01;428052;183337;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;M04;428266;183343;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;G207;424590;181777;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;G217;276005;181976;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;H205;425221;182267;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;H206;427469;182950;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;H208;424534;182030;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;H220;424572;182037;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;I201;424485;181962;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;I203;424530;181991;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;I204;424726;182152;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;I205;424398;182036;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;I206;424724;181960;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;I213;424748;182035;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;J204;424589;181811;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;J206;424672;181952;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
LB62;K209;424694;181824;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;K218;429337;183385;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;K225;425249;182172;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;L213;424729;181857;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;L215;424938;181945;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;M201;424485;182002;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;N202;246793;182103;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;O204;424454;181816;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;O205;424831;182064;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;P218;425179;181993;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;P227;425289;182094;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;R217;406040;181944;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;S208;424716;181858;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;S217;424843;182215;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;S224;425279;182271;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;S227;424608;181841;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;T201;424462;181800;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;T202;424461;181798;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;U207;424625;182021;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;R03;428260;183240;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;R04;428186;183344;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;T02;428103;183246;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;T04;427819;183275;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;T06;427872;183285;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;T09;428158;183414;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;U27;427723;183149;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;W08;429479;183484;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;W09;428073;183116;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;W10;428125;183241;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;W14;428088;183085;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;X21;430395;183732;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;Y10;427747;183324;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;Y14;427997;183229;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;Y17;428154;183224;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;Y21;428030;183175;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;Y22;427756;183147;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;Y25;427969;183120;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;Y26;428169;183330;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;Y31;431655;184201;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;Z05;427821;183234;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;Z07;428087;183274;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;V226;424559;181883;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
LB62;V231;350408;183849;30/04/2024;COBRANÇA INTERNA - RAFAELA;Mediacao
LB62;W210;424579;182162;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;W211;359851;181829;30/04/2024;COBRANÇA INTERNA – AXIS;Amigavel
LB62;W212;424904;181849;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;W216;424813;181876;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;W217;424457;181802;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;W221;388081;182099;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;W224;424756;182004;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;W228;424509;182006;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;X201;426862;182684;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;X204;424681;181765;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;X211;424916;181891;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;X215;424482;182163;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;Y207;424884;182017;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;Y211;425915;182133;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;Z207;426193;182312;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;Z212;424811;181947;30/04/2024;COBRANÇA INTERNA - LUIZ;Amigavel
LD16;A503;419133;181168;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;A505;423055;181361;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;B501;426626;182595;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;B502;423089;181185;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;C504;430664;183960;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;C505;431619;184167;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;C509;423873;181547;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;C518;430526;183790;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;D502;422802;180750;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;D503;423911;181486;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;D510;276192;181509;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;D514;427038;182777;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;D515;430365;183702;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;D519;423018;181340;30/04/2024;COBRANÇA INTERNA - LUIZ;AF
LD16;D522;387245;180727;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;S206;424521;182039;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;S214;424758;182040;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;S226;424779;182077;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;T203;424810;182301;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;U204;425932;182184;30/04/2024;COBRANÇA INTERNA - NAYARA;Preventivo
LB62;U205;425932;182185;30/04/2024;COBRANÇA INTERNA - NAYARA;Preventivo
LB62;U206;425932;182186;30/04/2024;COBRANÇA INTERNA - NAYARA;Preventivo
LB62;U208;430303;183714;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;U215;425233;182346;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;V204;424499;182158;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;V219;424526;181784;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8X;Z13;431583;184200;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA8Y;BA01;430116;183645;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LA92;A109;423383;180990;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA92;A118;423175;180870;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA92;A119;423345;181055;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA92;A122;423411;181426;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA92;B105;423229;181255;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA92;B108;50200;181101;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
LA92;B110;423306;181022;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA92;B115;423206;181238;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LA92;B123;423377;181033;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;V220;424734;182138;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;V228;424797;182089;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;V229;424828;181856;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;V230;425306;182082;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;W201;424475;181852;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;W206;424697;182067;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;W223;424756;182005;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;X203;424681;181766;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;X209;424833;182361;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;X213;424817;181877;30/04/2024;COBRANÇA INTERNA - NAYARA;Amigavel
LB62;X216;424460;182084;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;Y204;426789;182659;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;Y206;424630;181779;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;Y212;424665;181770;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;Y213;425251;182146;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;Z210;425277;182110;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;Z211;425277;182109;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;A506;404070;182860;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;A508;427097;182837;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;A511;426399;182456;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LD16;A513;423700;181286;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;A514;418761;181257;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;A517;347977;180715;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;B505;349806;181015;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;C507;430719;184014;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;C508;429407;183410;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;C510;347507;183529;30/04/2024;COBRANÇA INTERNA - NAYARA;Ato
LD16;C515;418732;180972;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;D501;424320;182145;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;D507;348577;183462;30/04/2024;SEM DONO DE CARTEIRA;Permuta
LD16;D513;309271;183534;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;E508;418743;181059;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;E514;423054;181436;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;E515;419139;180738;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;E525;429499;183482;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;F501;322048;181399;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;F511;422799;181084;30/04/2024;ASSESSORIA TW - GUILHERME;AF
LD16;F514;418289;181060;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;F515;423059;181186;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;F517;52333;180971;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;F530;423866;181466;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;G506;429487;183572;30/04/2024;COBRANÇA INTERNA - NAYARA;Ato
LD16;G509;422771;181198;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;U209;424762;182123;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;U216;425233;182344;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;U217;424568;181782;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;V201;350408;183853;30/04/2024;COBRANÇA INTERNA - RAFAELA;Mediacao
LB62;V205;424741;182069;30/04/2024;ASSESSORIA - VM RECOVERY;Amigavel
LB62;V209;424561;182288;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LB62;V215;426760;182611;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;V216;406748;182019;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LB62;V222;424662;181862;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;W208;424689;182255;30/04/2024;ASSESSORIA TW - GUILHERME;Amigavel
LB62;W218;424513;182049;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;W220;424783;182026;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;W222;426075;182281;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;W226;424567;181866;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;X207;424505;182100;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;X210;424581;181990;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;X214;424465;181797;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;Y201;424511;181795;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;Y202;427105;182802;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;Y209;426007;182261;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;Z201;424515;182016;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;Z208;424668;181909;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LB62;Z213;425293;182093;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;A507;428181;183289;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;A509;427589;183008;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;A510;426800;182668;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LD16;A512;426476;182753;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;A515;418761;181256;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;A518;418251;181448;30/04/2024;ASSESSORIA TW - GUILHERME;AF
LD16;B503;423090;181284;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
