Divisao;Unidade;Código Cliente;Projeto Financeiro
KT32;O504;362093;174471
KT32;T511;362308;174362
KT32;L510;361997;174528
KT32;V505;383776;175408
KT32;P528;383611;175443
KT32;K516;362095;174520
KT32;X516;404172;178179
KT32;P503;385633;175571
KT32;X517;363590;175199
KT32;L506;407774;179654
KT32;Q504;390042;176879
KT32;W502;384771;175464
KT32;Y508;245420;179891
KT32;Z507;427155;178864
KT32;P529;362265;174623
KT32;K518;361986;174532
KT32;J505;361951;174546
KT32;M506;382810;175254
KT32;X502;391743;177128
KT32;S501;361976;174672
KT32;Y515;407718;179646
KT32;N510;383584;175290
KT32;U517;390124;176919
KT32;M510;278046;176975
KT32;P510;391219;177014
KT32;I504;361941;174549
KT32;O514;363571;174976
KT32;V504;363740;175150
KT32;S506;325813;174682
KT32;N515;385977;175557
KT32;L511;361997;174527
KT32;P518;391640;177054
KT32;Y519;406299;178800
KT32;P521;387755;176767
KT32;T524;362461;174790
KT32;V501;362187;174643
KT32;O515;362206;174384
KT32;Q510;391126;176917
KT32;T516;387370;177915
KT32;K501;75279;174889
KT32;M505;363846;175180
KT32;O512;362229;174995
KT32;W518;403243;177677
KT32;L517;385977;175570
KT32;L509;362774;179841
KT32;L512;407891;179717
KT32;L515;75279;174887
KT32;M516;387370;179765
KT32;U510;405500;178606
KT32;X511;405998;178638
KT32;S514;362043;174523
KT32;T502;75279;174888
KT32;P522;387528;176383
KT32;T506;372750;175281
KT32;O506;362015;174657
KT32;O516;363522;174959
KT32;M515;408367;179997
KT32;Y502;406300;178822
KT32;N502;310155;176991
KT32;T512;362308;174363
KT32;N513;67222;176387
KT32;S502;387446;176385
KT32;U516;404393;178203
KT32;T514;406412;174655
KT32;S503;362018;174405
KT32;S518;362076;174519
KT32;K512;361929;174551
KT32;A516;409126;180446
KT32;F513;383725;175934
KT32;W511;363616;174968
KT32;A525;383861;175396
KT32;D525;363486;174975
KT32;E524;389999;176895
KT32;B502;390069;176899
KT32;E507;391619;177053
KT32;B524;362118;174649
KT32;K510;361970;174599
KT32;AA505;403070;177481
KT32;D508;387176;176224
KT32;U521;362244;174635
KT32;D515;387180;176187
KT32;K517;362068;174522
KT32;C524;361967;175175
KT32;G507;406301;178823
KT32;F518;391613;177050
KT32;D522;383680;175431
KT32;K504;361972;174659
KT32;D538;387593;176768
KT32;D503;389980;176811
KT32;C516;362316;174898
KT32;V516;391129;177094
KT32;D502;389949;176875
KT32;F508;67222;176582
KT32;C530;425849;182155
KT32;F509;67222;176244
KT32;U512;361990;174597
KT32;A519;409221;180410
KT32;C529;413785;180586
KT32;A518;413787;180611
KT32;F511;387405;176172
KT32;U507;362402;174919
KT32;T503;362806;175102
KT32;C523;361995;174531
KT32;E525;391644;177048
KT32;H508;361998;174526
KT32;D506;391147;176980
KT32;C508;383723;175418
KT32;B522;362117;174648
KT32;F526;403611;177734
KT32;F504;362500;177425
KT32;E514;389995;176807
KT32;G501;390191;176918
KT32;D529;383719;175414
KT32;B501;363561;175080
KT32;B504;385336;175554
KT32;D517;387415;176638
KT32;D524;363756;175171
KT32;C504;389949;179780
KT32;E515;363651;175015
KT32;D537;390424;176941
KT32;D507;361985;176420
KT32;A505;387411;176182
KT32;D520;362505;174879
KT32;G509;406072;178842
KT32;K505;361956;174540
KT32;D521;362457;174878
KT32;J507;361978;174537
KT32;B527;362374;174622
KT32;E509;391218;177024
KT32;H501;363609;175154
KT32;B534;389877;176750
KT32;B506;362742;174746
KT32;B532;363545;174982
KT32;L519;361980;174518
KT32;F507;391854;177489
KT32;I505;361925;174663
KT32;A523;362940;174957
KT32;AA504;391729;177512
KT32;D523;363824;175148
KT32;J501;69822;174541
KT32;C531;361994;179840
KT32;M523;362013;174524
KT32;R501;403179;177564
KT32;M507;75279;174884
KT32;P519;389942;176884
KT32;P517;391284;177000
KT32;P516;391744;177234
KT32;L505;390034;179946
KT32;R513;405439;178733
KT32;Z510;403374;178129
KT32;V513;387408;176392
KT32;W506;387516;176436
KT32;M525;408422;179992
KT32;P508;387452;176830
KT32;R517;406430;179546
KT32;O513;362182;174904
KT32;K502;362022;174404
KT32;N508;243788;177096
KT32;V515;391129;176994
KT32;T509;362653;174980
KT32;P501;362154;174928
KT32;U508;362261;174877
KT32;P527;383652;175960
KT32;O503;362093;174470
KT32;S504;362162;174645
KT32;L501;362064;174464
KT32;Y512;408381;180294
KT32;Z506;406860;179096
KT32;O505;362179;174662
KT32;Y506;376476;179468
KT32;R502;403179;177565
KT32;T507;390126;176903
KT32;M504;362375;174621
KT32;P520;389874;176916
KT32;O501;75279;174883
KT32;U518;391282;177012
KT32;U506;403487;177662
KT32;P509;404393;178202
KT32;R510;406872;179116
KT32;R507;413990;180668
KT32;R518;403142;177533
KT32;L504;408180;179856
KT32;L520;362150;174469
KT32;X515;391314;177056
KT32;V510;361916;174665
KT32;S516;361939;174548
KT32;M526;361999;174658
KT32;N506;362312;174463
KT32;V521;362721;174781
KT32;M502;363594;174971
KT32;X506;332545;175416
KT32;T508;383749;175494
KT32;S513;362045;174521
KT32;T523;362645;174620
KT32;Q511;362284;174497
KT32;M509;390617;176934
KT32;S505;362024;174881
KT32;X503;387414;177057
KT32;O502;362289;174379
KT32;X514;332545;175415
KT32;Q508;405456;178605
KT32;P502;362318;174644
KT32;T518;364941;175163
KT32;Y501;390034;176882
KT32;P524;67764;175013
KT32;U505;403243;177725
KT32;V507;383770;175406
KT32;M519;409254;180484
KT32;T513;390023;176840
KT32;J504;361965;174544
KT32;T519;363700;175008
KT32;U509;362647;175098
KT32;U503;363718;175391
KT32;Y505;406872;179192
KT32;S517;362171;174646
KT32;L516;383721;175419
KT32;N507;362220;174511
KT32;I508;75279;174891
KT32;C505;383681;180172
KT32;I503;361918;174676
KT32;I512;362130;174638
KT32;D532;383767;175397
KT32;D504;391216;176992
KT32;K508;362211;174467
KT32;C515;362218;174515
KT32;F519;400506;177428
KT32;C507;423620;181220
KT32;D505;391171;176993
KT32;K514;361961;174673
KT32;E521;391644;177047
KT32;A504;387411;176188
KT32;E519;391228;177055
KT32;B519;361949;174496
KT32;F506;391820;177233
KT32;B520;362025;174598
KT32;M524;409252;180539
KT32;G508;406509;178994
KT32;E520;391228;177052
KT32;G504;406336;178840
KT32;I502;361920;174666
KT32;N516;387369;176186
KT32;A501;400571;177553
KT32;K509;361959;174680
KT32;F520;391843;177186
KT32;D531;363477;174981
KT32;N517;387337;176207
KT32;E531;404393;178293
KT32;B508;362231;174495
KT32;E503;391742;177074
KT32;E510;391741;177104
KT32;G518;406544;178893
KT32;G502;403221;177686
KT32;C519;362233;174678
KT32;D516;387415;176333
KT32;A513;362570;174677
KT32;E508;387201;176585
KT32;H502;362528;174461
KT32;E504;391742;177097
KT32;J511;274441;176977
KT32;E526;391644;177049
KT32;C522;363475;174983
KT32;C514;362715;174780
KT32;C503;387446;174642
KT32;D528;362526;174683
KT32;G503;403221;177649
KT32;G514;424137;181598
KT32;B503;383619;175302
KT32;A515;424358;181745
KT32;C532;362267;174465
KT32;G519;406303;178802
KT32;G510;406072;178843
KT32;F522;387752;177515
KT32;D530;362025;175157
KT32;I506;361944;174661
KT32;C506;386266;181233
KT32;D533;362025;176799
KT32;F510;390083;176740
KT32;E516;383774;175407
KT32;F524;403053;177482
KT32;H505;361923;174550
KT32;F521;391645;177051
KT32;J503;361965;174664
KT32;B507;363815;175149
KT32;K503;361968;174545
KT32;E530;403419;177706
KT32;C527;362056;174403
KT32;M517;387370;179766
KT32;M508;386300;175591
KT32;J506;362208;174516
KT32;F523;83892;177729
KT32;C528;363909;175140
KT32;G513;406424;178863
KT32;E506;391728;177154
KT32;H509;361945;174671
KT32;F502;402903;177475
KT32;I501;361937;174547
KT32;N514;67222;176327
KT32;B523;361994;174905
KT32;AA511;390051;176867
KT32;AA502;406598;178956
KT32;B518;279020;174468
KT32;B505;362285;174624
KT32;B525;362118;174650
KT32;A514;363838;175146
KT32;A517;362774;180692
KT32;AA503;406126;178844
KT32;A524;362928;174936
KT32;AA512;387576;176707
KT32;AA506;406076;178715
KT32;B526;362118;174652
KT32;AA501;383861;178339
KT32;B533;362805;174901
KT32;AA510;404314;178196
KT32;A522;362259;174466
KT32;A512;83892;176804
KT33;P507;387445;176202
KT33;X504;387589;176352
KT33;T527;362260;174765
KT33;D513;386340;175588
KT33;A502;389949;176817
KT33;V520;386350;175978
KT33;P506;387445;176203
KT33;U514;387447;176356
KT33;N511;362216;175954
KT33;O519;362119;174769
KT33;L507;383755;175497
KT33;B511;362186;174817
KT33;D501;389908;176818
KT33;U523;363823;175147
KT33;U522;362242;174831
KT33;C512;362093;174757
KT33;I514;362184;174816
KT33;O507;362286;174772
KT33;N503;362268;174773
KT33;B512;362006;174778
KT33;T526;362198;174836
KT33;B513;362006;174804
KT33;H506;361962;174753
KT33;P505;387445;176204
KT33;U515;363578;175435
KT33;L508;383755;175454
KT33;N504;387040;175589
KT33;C511;362281;174758
KT33;A503;387589;176351
KT33;A527;362304;174761
KT33;L513;361949;174815
KT33;C517;362180;174948
KT33;O508;362255;174801
KT33;A510;387530;176829
KT33;I513;362114;174822
KT33;D534;387732;176421
KT33;C513;362093;174756
KT33;C518;361992;174754
KT33;F527;387449;176201
KT33;H507;361947;174751
KT33;C534;387042;176004
KT33;I511;362372;174752
KT33;P514;362158;174767
KT33;F514;361984;174755
KT33;V503;386353;175985
KT33;D512;24549;175437
KT33;K519;362292;174927
KT33;N512;362100;174771
KT33;W504;67513;176328
KT33;C533;387407;176205
KT33;K522;243558;174875
KT33;K520;362006;174777
KT33;X505;387589;176353
KT33;T525;363834;175153
KT33;K521;362006;174776
KT33;L522;358978;174990
KT33;V502;386351;175984
KT33;T528;361927;174764
KT33;V519;387417;176223
KT33;A511;389250;176749
KT33;M512;72820;176326
KT33;I510;361996;174819
KT33;S508;362033;174749
KT33;D511;387007;175584
KT33;D514;362742;174988
KT33;S510;362042;174820
KT33;O520;362091;174768
KT33;M511;386391;175983
KT33;W505;67513;176241
KT33;P504;24549;175436
KT33;J509;362503;174993
KT33;B516;361957;174759
KT33;J508;362906;175074
KT33;B510;361943;174760
KT33;M521;383755;175453
KT33;X508;362002;174762
KT33;M522;362237;174774
KT33;T501;362065;174766
KT33;L521;362499;174800
KT33;B515;362229;174821
KT33;S507;362029;174750
KT33;N520;387453;176355
KT33;U524;362086;174763
KF22;A201;403257;177720
KF22;A202;403257;177719
KF22;A203;57126;175280
KF22;A204;57126;175279
KF22;A205;383697;175481
KF22;A206;406887;179111
KF22;A207;423318;181421
KF22;A208;423821;181478
KF22;A209;423459;181189
KF22;A210;424312;181694
KF22;A211;406801;181868
KF22;A212;423582;181358
KF22;A213;409259;180488
KF22;A214;419659;180691
KF22;A215;423622;181190
KF22;B201;391886;178142
KF22;B202;383802;176861
KF22;B203;295677;178185
KF22;B208;377744;175253
KF22;B209;377744;175252
KF22;B210;407442;179425
KF22;B211;342980;180378
KF22;B212;408299;179857
KF22;B213;377661;176222
KF22;B214;377661;176741
KF22;B215;377697;179308
KF22;B216;71980;175243
KF22;B217;71980;175242
KF22;B218;412042;180639
KF22;B219;407839;179719
KF22;B220;377744;175246
KF22;B221;377744;175247
KF22;B222;405991;178609
KF22;B223;407426;179470
KF22;B224;423915;181500
KF22;B225;407521;179485
KF22;B226;407521;179484
KF22;B227;406794;179080
KF22;B228;383820;175399
KF22;C201;390059;176886
KF22;C202;406192;178749
KF22;C203;391872;177159
KF22;C204;383865;175410
KF22;C205;50360;175365
KF22;C206;50360;175364
KF22;C207;391241;176946
KF22;C208;384830;175508
KF22;C209;391851;177139
KF22;C210;377744;175249
KF22;C211;377744;175248
KF22;C212;377634;175208
KF22;C213;391809;177120
KF22;C214;391809;177119
KF22;C215;390540;176965
KF22;D201;389254;176850
KF22;D202;377627;175229
KF22;D203;407381;179305
KF22;D204;407390;179331
KF22;D205;406801;179058
KF22;D206;406801;179057
KF22;D207;424230;181662
KF22;D208;424230;181675
KF22;D209;424230;181682
KF22;D210;408319;180528
KF22;D211;376451;182174
KF22;D212;426047;182213
KF22;D213;423880;181564
KF22;D214;186085;175304
KF22;D215;426118;182326
KF22;D216;379436;175383
KF22;D217;409617;180671
KF22;D218;378144;175439
KF22;D219;383630;175384
KF22;D220;377740;175366
KF22;D221;376418;175204
KF22;D222;377708;175230
KF22;D223;424064;181617
KF22;D224;423739;181379
KF22;D225;426223;182339
KF22;D226;426421;182435
KF22;D227;424296;181687
KF22;D228;424296;181691
KF22;D229;424410;182014
KF22;D230;425921;182135
KF22;D231;423052;180774
KF22;D232;377767;175228
KF22;D233;377767;175222
KF22;D234;391847;177138
KF22;D235;391847;177141
KF22;D236;391847;177140
KF22;D237;391784;177108
KF22;D238;391724;177109
KF22;D239;383863;175395
KF22;D240;383864;175478
KF22;D241;377577;175232
KF22;E201;46518;178036
KF22;E202;46518;178035
KF22;E203;406415;178885
KF22;E204;186085;175301
KF22;E205;407561;179515
KF22;E206;407561;179514
KF22;E207;423774;181294
KF22;E208;424870;181821
KF22;E209;406801;181997
KF22;E210;414448;180601
KF22;E211;414448;180640
KF22;E212;406366;178855
KF22;E213;389948;176786
KF22;E214;386362;175864
KF22;E215;424302;181754
KF22;E216;425923;182136
KF22;E217;426906;182731
KF22;E218;425981;182226
KF22;E219;426337;182401
KF22;E220;426336;182400
KF22;E221;427001;182831
KF22;E222;424864;181885
KF22;E223;424865;181886
KF22;E224;403560;178037
KF22;E225;403560;178039
KF22;E226;403560;178038
KF22;F201;377595;175216
KF22;F202;407602;179598
KF22;F203;407602;179597
KF22;F204;423705;181287
KF22;F205;423928;181516
KF22;F206;423965;181513
KF22;F207;426894;182721
KF22;F208;426416;182715
KF22;F209;424861;182003
KF22;F210;426587;182572
KF22;F211;428105;183201
KF22;F220;389957;179753
KF22;F221;389957;179784
KF22;F222;409146;180400
KF22;F223;48081;180401
KF22;F224;383772;175438
KF22;F225;377763;175220
KF22;F227;426474;182490
KF22;F228;427460;182969
KF22;F229;390244;177005
KF22;F230;390244;177006
KF22;F231;426318;182390
KF22;F232;426318;182391
KF22;F233;387382;176176
KF22;F234;360503;179728
KF22;F236;426267;182394
KF22;F237;426271;182355
KF22;F238;426239;182358
KF22;F239;424860;181887
KF22;F240;403448;177617
KF22;F241;407500;179503
KF22;F242;377593;175218
KF22;G201;407677;179561
KF22;G202;407677;179560
KF22;G203;406898;179113
KF22;G207;426692;182620
KF22;G208;426850;182677
KF22;G211;423513;181289
KF22;G212;423513;181223
KF22;G213;404355;178175
KF22;G214;383804;175401
KF22;G215;377719;175245
KF22;G218;425926;182199
KF22;G219;425926;182198
KF22;G221;379583;179552
KF22;G222;405946;182403
KF22;G227;385426;175474
KF22;G229;407783;179676
KF22;H201;426300;182586
KF22;H202;407667;179566
KF22;H203;383627;182719
KF22;H204;426894;182722
KF22;H205;425973;182176
KF22;H206;426943;182730
KF22;H207;426943;182729
KF22;H208;426942;182757
KF22;H209;426942;182756
KF22;H210;426940;182755
KF22;H211;426943;183033
KF22;H215;391889;177189
KF22;H216;403152;177535
KF22;H218;408028;180642
KF22;H222;406250;178781
KF22;H223;424041;181559
KF22;H224;389836;176758
KF22;H225;391332;177028
KF22;H227;300211;176586
KF22;H228;387451;176141
KF22;H248;389998;176874
KF22;H249;377703;176973
KF22;I201;377700;175214
KF22;I202;426952;182726
KF22;I203;426959;182739
KF22;I216;387472;176276
KF22;I217;389971;176851
KF22;I218;426521;182511
KF22;I227;377670;175224
KF22;I228;377718;175244
KF22;I229;407630;179535
KF22;I230;407838;179721
KF22;I231;407838;179720
KF22;I232;405876;178607
KF22;I233;388917;176744
KF22;J201;383601;175379
KF22;J203;426606;182696
KF22;J204;426415;182534
KF22;J209;383924;175511
KF22;J210;352469;175460
KF22;J211;352469;175461
KF22;J212;391336;177092
KF22;J213;388869;176801
KF22;J214;388864;176659
KF22;J217;426576;182540
KF22;J219;426852;182691
KF22;J220;377683;175239
KF22;J221;383629;175471
KF22;J222;383817;179539
KF22;J223;383817;175405
KF22;J224;383875;175516
KF22;J225;406887;179101
KF22;J226;376379;175205
KF22;J227;390104;176984
KF22;J228;386321;175594
KF22;J229;386321;175963
KF22;J230;387603;176240
KF22;J231;387607;176631
KF22;J232;391889;177190
KF22;J233;385358;175476
KF22;J234;403493;177718
KF22;J235;384832;175462
KF22;J236;385408;175509
KF22;J237;383924;175510
KF22;J238;383924;175520
KF22;J239;387605;176632
KF22;J240;387609;176633
KF22;J241;377601;175231
KF22;J242;390058;177016
KF22;J243;377656;175213
KF22;J244;383697;175536
KF22;J245;376451;175225
KF22;J246;377593;175212
KF22;K201;383762;175598
KF22;K202;377630;175277
KF22;K203;377916;175207
KF22;K204;377916;175206
KF22;K205;407335;179250
KF22;K206;383765;175411
KF22;K207;407424;179506
KF22;K208;406837;179102
KF22;K209;407546;179607
KF22;K210;409455;180477
KF22;K211;409197;180391
KF22;K212;408012;179781
KF22;L201;377693;175278
KF22;L202;377693;175211
KF22;L203;403151;177538
KF22;L204;403151;177540
KF22;L205;403557;177670
KF22;L206;403557;177658
KF22;L207;403584;177702
KF22;L208;403491;177707
KF22;L209;376452;175284
KF22;L210;377660;175360
KF22;L211;383806;175452
KF22;L212;383805;175403
KF22;L213;377703;176972
KF22;L214;403493;177717
KF22;L215;389993;176959
KF22;L216;403228;177685
KF22;L217;377537;175233
KF22;L218;405430;178267
KF22;L219;406078;178825
KF22;L220;404364;178205
KF22;L221;404364;178204
KF22;L222;377779;175215
KF22;L223;407694;179564
KF22;L224;407470;179743
KF22;L225;384198;175505
KF22;L226;384198;179391
KF22;L227;377691;175300
KF22;L228;377691;175237
KF22;L229;383758;175451
KF22;L230;387582;176805
KF22;L231;377648;175219
KF22;L232;377620;175209
KF22;L233;386374;175562
KF22;L234;383886;175485
KF22;L235;383886;175499
KF22;L236;383886;175486
KF22;L237;384199;175504
KF22;L238;377618;175226
KF22;L239;377756;175227
KF22;L240;383697;175513
KF22;L241;54580;175241
KF22;L242;377712;175240
KF22;L243;383587;175324
KF22;L244;377750;175238
KF22;L245;377750;175236
KF22;L246;377748;175235
KF22;L247;383610;175298
KF22;L248;377703;175221
KF22;L249;387796;176471
KF22;M201;390190;176926
KF22;M202;390190;176925
KF22;M203;408055;179893
KF22;M204;424070;181589
KF22;M205;424070;181588
KF22;M207;406573;178954
KF22;M208;406421;178917
KF22;M209;406419;178886
KF22;M210;406760;179006
KF22;M211;424888;182372
KF22;M212;424867;181889
KF22;M215;424128;182283
KF22;M216;408062;179752
KF22;M217;408062;181581
KF22;M220;406247;178814
KF22;M223;390057;176971
KF22;M225;423924;181541
KF22;M226;412041;180582
KF22;M227;409213;180418
KF22;M228;377558;175217
KF22;M230;407930;179786
KF22;M231;316321;176739
KF22;M232;316321;176738
KF22;M233;383586;175203
KF22;M234;387212;175972
KF22;M235;377558;175283
KF22;M236;377705;175223
KF22;M237;383693;175421
KF22;M238;77516;177015
KF22;M239;387515;176200
KF22;N201;387513;176198
KF22;N202;387513;176197
KF22;N212;408055;179879
KF22;N213;408055;179878
KF22;N214;405880;178615
KF22;N215;405880;181869
KF22;N216;424426;181994
KF22;N217;426833;182665
KF22;N218;426833;182666
KF22;N220;425924;182351
KF22;N221;424871;182139
KF22;N222;403352;177654
KF22;N224;426230;182378
KF22;N225;387513;176199
KJ62;C201;387567;176268
KJ62;C205;387541;176264
KJ62;C207;403585;176270
KJ62;C209;406606;178926
KJ62;C212;406489;178903
KJ62;C213;46076;178902
KJ62;C215;387619;176265
KJ62;C216;406476;178904
KJ62;C218;387542;176271
KJ62;C220;387726;176447
KJ62;C222;387760;176709
KJ62;C224;387725;176711
KJ62;D202;389256;176651
KJ62;D203;389547;176774
KJ62;D206;387753;176584
KJ62;D209;387544;176403
KJ62;D211;358634;176267
KJ62;D212;387763;176400
KJ62;E202;358621;176699
KJ62;E203;408056;179807
KJ62;E204;389844;176783
KJ62;E205;387740;176262
KJ62;E206;406103;179810
KJ62;E207;317034;176266
KJ62;E211;387795;176404
KJ62;E212;387748;176272
KJ62;E213;387467;176261
KJ62;E214;387561;176269
KJ62;E215;359809;176402
KJ62;E216;388881;176583
KJ62;E217;387575;176406
KJ62;E219;387538;176405
KJ62;E221;387717;176409
KJ22;A106;386576;178298
KJ22;A107;386907;178338
KJ22;A108;404382;178341
KJ22;A109;386461;175652
KJ22;A110;386827;176449
KJ22;A111;386922;175896
KJ22;B104;387110;175575
KJ22;B105;386955;175847
KJ22;B106;386774;176027
KJ22;B107;387157;175650
KJ22;B108;386627;175822
KJ22;B109;386821;176071
KJ22;B110;386743;175739
KJ22;B111;386538;175959
KJ22;B112;386835;175581
KJ22;B113;386723;175772
KJ22;B114;387243;176131
KJ22;B115;386590;175679
KJ22;B116;386590;175678
KJ22;B117;386561;176069
KJ22;B118;387158;175870
KJ22;B119;387025;176005
KJ22;B120;387433;176149
KJ22;B121;386598;175907
KJ22;B122;386900;176125
KJ22;C103;386971;175853
KJ22;C104;387210;176011
KJ22;C105;386850;175991
KJ22;C106;386403;175848
KJ22;C107;386911;176072
KJ22;C108;387116;175943
KJ22;C109;386939;176062
KJ22;C110;386939;176063
KJ22;C111;386840;175882
KJ22;C112;387118;175577
KJ22;C113;386943;175841
KJ22;C114;386943;175845
KJ22;C115;386777;176427
KJ22;C116;387151;175600
KJ22;C117;386396;176061
KJ22;C118;386757;175744
KJ22;C119;386645;175885
KJ22;C120;386898;175857
KJ22;C121;386505;175683
KJ22;C122;387139;176058
KJ22;C123;387162;176013
KJ22;C124;387153;175625
KJ22;D103;387463;176192
KJ22;D104;56767;176120
KJ22;D105;386941;175833
KJ22;D106;386785;175756
KJ22;D107;386892;175807
KJ22;D108;386504;175830
KJ22;D109;386617;175836
KJ22;D110;386963;175849
KJ22;D111;386990;175867
KJ22;D112;386890;175949
KJ22;D113;386698;176165
KJ22;D114;386483;175724
KJ22;D115;386831;176036
KJ22;D116;386534;176035
KJ22;D117;387092;175580
KJ22;D118;56886;176121
KJ22;D119;387209;176055
KJ22;D120;386617;175690
KJ22;E103;386875;175952
KJ22;E104;386875;175951
KJ22;E105;386875;175950
KJ22;E106;387145;175971
KJ22;E107;387145;175970
KJ22;E108;386863;175798
KJ22;E109;387245;175966
KJ22;E110;386786;175946
KJ22;E111;386783;175755
KJ22;E112;427592;175793
KJ22;E113;386913;175818
KJ22;E114;386877;176041
KJ22;E115;386996;175612
KJ22;E116;387277;176068
KJ22;E117;386586;175689
KJ22;E118;386604;176174
KJ22;E119;386571;175883
KJ22;E120;406405;176132
KJ22;E121;387421;176128
KJ22;E122;386563;175665
KJ22;E123;387351;176130
KJ22;E124;387255;176218
KJ22;E125;386566;175668
KJ22;E126;386620;176066
KJ22;E127;429439;176124
KJ22;E128;386597;175681
KJ22;E129;386442;176163
KJ22;F102;386820;176226
KJ22;F103;386685;175716
KJ22;F104;386619;175961
KJ22;F105;386520;175675
KJ22;F106;387227;176122
KJ22;F107;386443;175669
KJ22;F108;386443;175663
KJ22;F109;386589;176164
KJ22;F110;387366;176189
KJ22;F111;386483;175676
KJ22;F112;386483;176134
KJ22;F113;386517;175657
KJ22;F114;386857;175789
KJ22;F115;386795;175838
KJ22;F116;387003;175901
KJ22;F117;386973;175866
KJ22;F118;386730;176025
KJ22;F119;386532;175697
KJ22;F120;386574;175673
KJ22;F121;387395;176154
KJ22;F122;387279;176221
KJ22;F123;386462;175889
KJ22;F124;407688;176053
KJ22;F125;387247;175969
KJ22;F126;386494;175642
KJ22;F127;387078;175729
KJ22;F128;387100;176033
KJ22;F129;387025;175996
KJ22;F130;387306;176448
KJ22;F131;387461;176142
KJ22;G101;387465;176310
KJ22;G102;387493;176185
KJ22;G103;386883;175824
KJ22;G104;386407;175892
KJ22;G105;387000;176045
KJ22;G106;386595;175713
KJ22;G107;386735;175924
KJ22;G108;386681;175915
KJ22;G109;386888;175826
KJ22;H101;387024;175613
KJ22;H102;386819;175977
KJ22;H103;386766;175748
KJ22;H104;386700;175719
KJ22;H105;386710;175727
KJ22;H106;386617;175725
KJ22;H107;386726;176096
KJ22;H108;386919;175821
KJ22;H109;386826;175773
KJ22;H110;386950;175839
KJ22;I101;386852;176064
KJ22;I102;386852;176038
KJ22;I103;387269;176056
KJ22;I104;387269;176077
KJ22;I105;386657;175785
KJ22;I106;387287;176054
KJ22;I107;408046;175638
KJ22;I108;386503;175854
KJ22;I109;386500;175662
KJ22;I110;386915;175819
KJ22;I111;386915;175825
KJ22;I112;386693;175894
KJ22;I113;386693;175796
KJ22;I114;386795;175759
KJ22;I115;386795;175784
KJ22;I116;386896;175911
KJ22;I117;386520;175631
KJ22;I118;386568;175905
KJ22;I119;386620;175980
KJ22;I120;386518;176116
KJ22;I121;386559;175806
KJ22;I122;387188;176123
KJ22;I123;387190;176084
KJ22;I124;387057;175653
KJ22;I125;386470;176094
KJ22;I126;386483;175904
KJ22;I127;387357;176190
KJ22;I128;387187;175599
KJ22;I129;386538;175804
KJ22;I130;386741;176209
KJ22;I131;387431;176148
KJ22;I132;386779;175909
KJ22;J101;386987;175902
KJ22;J102;386411;175926
KJ22;J103;386720;175803
KJ22;J104;386878;175844
KJ22;J105;387307;176081
KJ22;J106;386916;175820
KJ22;J107;386617;175799
KJ22;J108;386720;175801
KJ22;J109;386841;175893
KJ22;J110;386932;176180
KJ22;J111;386817;175770
KJ22;J112;386835;175776
KJ22;J113;386780;175751
KJ22;J114;386737;175734
KJ22;J115;386902;175815
KJ22;J116;386902;175816
KJ22;J117;386670;175720
KJ22;J118;386670;175710
KJ22;J119;386604;176023
KJ22;J120;387133;175610
KJ22;J121;386570;175672
KJ22;J122;386549;175661
KJ22;J123;387247;176080
KJ22;J124;387314;176100
KJ22;J125;386386;175645
KJ22;J126;386612;175686
KJ22;J127;386706;175916
KJ22;J128;386394;176743
KJ22;J129;387436;176127
KJ22;J130;387089;176059
KJ22;J131;386563;175730
KJ22;J132;386563;175715
KJ22;K101;387001;175879
KJ22;K102;387474;176191
KJ22;K103;387145;175967
KJ22;K104;386870;175791
KJ22;K105;386928;176028
KJ22;K106;386928;176030
KJ22;K107;386946;176073
KJ22;K108;386859;175790
KJ22;K109;387128;175994
KJ22;K110;386851;175855
KJ22;K111;387096;175654
KJ22;K112;386775;176029
KJ22;K113;387251;176032
KJ22;K114;387114;175780
KJ22;K115;386675;175802
KJ22;K116;386907;175812
KJ22;K117;386715;176024
KJ22;K118;386575;175674
KJ22;K119;51750;176193
KJ22;K120;386638;175705
KJ22;K121;386638;175703
KJ22;K122;386515;175990
KJ22;K123;386547;175660
KJ22;K124;386634;176140
KJ22;K125;386613;175687
KJ22;K126;386613;175717
KJ22;K127;386686;176021
KJ22;K128;386756;175760
KJ22;K129;386756;175743
KJ22;K130;386553;175579
KJ22;L103;386725;176184
KJ22;L104;386725;176166
KJ22;L105;386792;176215
KJ22;L106;386689;175718
KJ22;L107;53798;176225
KJ22;L108;386708;175723
KJ22;L109;387373;176075
KJ22;L110;386633;175693
KJ22;L111;387379;176155
KJ22;L112;386583;175694
KJ22;L113;386629;175884
KJ22;L114;387390;176150
KJ22;L115;386981;175878
KJ22;L116;386879;175837
KJ22;L117;386790;175758
KJ22;L118;423144;175797
KJ22;L119;423144;175774
KJ22;L120;386834;175775
KJ22;L121;386475;176093
KJ22;L122;386475;176090
KJ22;L123;387080;175912
KJ22;L124;387130;175608
KJ22;L125;386471;175997
KJ22;L126;386760;175745
KJ22;L127;386471;175956
KJ22;L128;386479;175636
KJ22;L129;386466;176015
KJ22;L130;386466;175890
KJ22;L131;387184;175708
KJ22;L132;387073;176089
KJ22;M101;386855;175814
KJ22;M102;386855;175918
KJ22;M103;387064;175601
KJ22;M104;386997;175614
KJ22;M105;386569;175671
KJ22;M106;386543;176620
